"","DATE","PRCP","TMAX","TMIN","Year","Month","Day"
"8594",1964-04-24,0,61,40,1964,4,24
"8595",1964-04-25,0,54,45,1964,4,25
"8596",1964-04-26,0.27,57,43,1964,4,26
"8597",1964-04-27,0,53,44,1964,4,27
"8598",1964-04-28,0,67,38,1964,4,28
"8599",1964-04-29,0.26,50,38,1964,4,29
"8600",1964-04-30,0.15,50,33,1964,4,30
"8601",1964-05-01,0.18,49,32,1964,5,1
"8602",1964-05-02,0,53,32,1964,5,2
"8603",1964-05-03,0,54,33,1964,5,3
"8604",1964-05-04,0.01,53,40,1964,5,4
"8605",1964-05-05,0.07,53,38,1964,5,5
"8606",1964-05-06,0,61,39,1964,5,6
"8607",1964-05-07,0,55,43,1964,5,7
"8608",1964-05-08,0,57,45,1964,5,8
"8609",1964-05-09,0.11,58,45,1964,5,9
"8610",1964-05-10,0.1,58,44,1964,5,10
"8611",1964-05-11,0,68,40,1964,5,11
"8612",1964-05-12,0.21,56,42,1964,5,12
"8613",1964-05-13,0,56,39,1964,5,13
"8614",1964-05-14,0,65,33,1964,5,14
"8615",1964-05-15,0,68,36,1964,5,15
"8616",1964-05-16,0.02,68,42,1964,5,16
"8617",1964-05-17,0.01,66,48,1964,5,17
"8618",1964-05-18,0,68,47,1964,5,18
"8619",1964-05-19,0,71,47,1964,5,19
"8620",1964-05-20,0.25,62,47,1964,5,20
"8621",1964-05-21,0.02,60,43,1964,5,21
"8622",1964-05-22,0.06,59,42,1964,5,22
"8623",1964-05-23,0,69,35,1964,5,23
"8624",1964-05-24,0,61,44,1964,5,24
"8625",1964-05-25,0,69,38,1964,5,25
"8626",1964-05-26,0,79,41,1964,5,26
"8627",1964-05-27,0,74,46,1964,5,27
"8628",1964-05-28,0,61,50,1964,5,28
"8629",1964-05-29,0,70,48,1964,5,29
"8630",1964-05-30,0,84,49,1964,5,30
"8631",1964-05-31,0,76,50,1964,5,31
"8632",1964-06-01,0.03,68,47,1964,6,1
"8633",1964-06-02,0,70,45,1964,6,2
"8634",1964-06-03,0.03,73,44,1964,6,3
"8635",1964-06-04,0.4,69,56,1964,6,4
"8636",1964-06-05,0.04,63,53,1964,6,5
"8637",1964-06-06,0.38,64,54,1964,6,6
"8638",1964-06-07,0.19,59,48,1964,6,7
"8639",1964-06-08,0.07,53,45,1964,6,8
"8640",1964-06-09,0,77,46,1964,6,9
"8641",1964-06-10,0,60,54,1964,6,10
"8642",1964-06-11,0,63,53,1964,6,11
"8643",1964-06-12,0,72,48,1964,6,12
"8644",1964-06-13,0.02,72,51,1964,6,13
"8645",1964-06-14,0.01,71,52,1964,6,14
"8646",1964-06-15,0.18,64,49,1964,6,15
"8647",1964-06-16,0.21,62,49,1964,6,16
"8648",1964-06-17,0.28,63,51,1964,6,17
"8649",1964-06-18,0.04,64,49,1964,6,18
"8650",1964-06-19,0,61,49,1964,6,19
"8651",1964-06-20,0,70,44,1964,6,20
"8652",1964-06-21,0,68,49,1964,6,21
"8653",1964-06-22,0,83,48,1964,6,22
"8654",1964-06-23,0,76,52,1964,6,23
"8655",1964-06-24,0,74,50,1964,6,24
"8656",1964-06-25,0,79,47,1964,6,25
"8657",1964-06-26,0,64,48,1964,6,26
"8658",1964-06-27,0.08,66,47,1964,6,27
"8659",1964-06-28,0,70,42,1964,6,28
"8660",1964-06-29,0,78,47,1964,6,29
"8661",1964-06-30,0,77,52,1964,6,30
"8662",1964-07-01,0.01,68,53,1964,7,1
"8663",1964-07-02,0.06,66,52,1964,7,2
"8664",1964-07-03,0,70,50,1964,7,3
"8665",1964-07-04,0.02,61,53,1964,7,4
"8666",1964-07-05,0,71,53,1964,7,5
"8667",1964-07-06,0,82,52,1964,7,6
"8668",1964-07-07,0,85,55,1964,7,7
"8669",1964-07-08,0.03,67,49,1964,7,8
"8670",1964-07-09,0,72,47,1964,7,9
"8671",1964-07-10,0,84,50,1964,7,10
"8672",1964-07-11,0,89,56,1964,7,11
"8673",1964-07-12,0,87,60,1964,7,12
"8674",1964-07-13,0,82,55,1964,7,13
"8675",1964-07-14,0.46,66,56,1964,7,14
"8676",1964-07-15,0.01,72,56,1964,7,15
"8677",1964-07-16,0,72,52,1964,7,16
"8678",1964-07-17,0,75,56,1964,7,17
"8679",1964-07-18,0,69,55,1964,7,18
"8680",1964-07-19,0,78,48,1964,7,19
"8681",1964-07-20,0.04,69,52,1964,7,20
"8682",1964-07-21,0.01,69,56,1964,7,21
"8683",1964-07-22,0,71,54,1964,7,22
"8684",1964-07-23,0,80,48,1964,7,23
"8685",1964-07-24,0,85,50,1964,7,24
"8686",1964-07-25,0,85,55,1964,7,25
"8687",1964-07-26,0,83,52,1964,7,26
"8688",1964-07-27,0,87,53,1964,7,27
"8689",1964-07-28,0,88,56,1964,7,28
"8690",1964-07-29,0.03,82,55,1964,7,29
"8691",1964-07-30,0,67,52,1964,7,30
"8692",1964-07-31,0.01,70,55,1964,7,31
"8693",1964-08-01,0.05,69,55,1964,8,1
"8694",1964-08-02,0.11,67,53,1964,8,2
"8695",1964-08-03,0.12,67,57,1964,8,3
"8696",1964-08-04,0,69,55,1964,8,4
"8697",1964-08-05,0,78,51,1964,8,5
"8698",1964-08-06,0,87,52,1964,8,6
"8699",1964-08-07,0,78,53,1964,8,7
"8700",1964-08-08,0,76,57,1964,8,8
"8701",1964-08-09,0,74,55,1964,8,9
"8702",1964-08-10,0,90,50,1964,8,10
"8703",1964-08-11,0,84,55,1964,8,11
"8704",1964-08-12,0.21,69,54,1964,8,12
"8705",1964-08-13,0,71,54,1964,8,13
"8706",1964-08-14,0,74,47,1964,8,14
"8707",1964-08-15,0,73,51,1964,8,15
"8708",1964-08-16,0,79,51,1964,8,16
"8709",1964-08-17,0,79,55,1964,8,17
"8710",1964-08-18,0.05,72,50,1964,8,18
"8711",1964-08-19,0,70,49,1964,8,19
"8712",1964-08-20,0,78,50,1964,8,20
"8713",1964-08-21,0,85,52,1964,8,21
"8714",1964-08-22,0,89,56,1964,8,22
"8715",1964-08-23,0,89,57,1964,8,23
"8716",1964-08-24,0,94,54,1964,8,24
"8717",1964-08-25,0.16,75,54,1964,8,25
"8718",1964-08-26,0.03,66,53,1964,8,26
"8719",1964-08-27,0.04,60,47,1964,8,27
"8720",1964-08-28,0.04,68,51,1964,8,28
"8721",1964-08-29,0.01,69,46,1964,8,29
"8722",1964-08-30,0.08,62,48,1964,8,30
"8723",1964-08-31,0,70,46,1964,8,31
"8724",1964-09-01,0,63,51,1964,9,1
"8725",1964-09-02,0.03,62,54,1964,9,2
"8726",1964-09-03,0,76,46,1964,9,3
"8727",1964-09-04,0,81,46,1964,9,4
"8728",1964-09-05,0,68,48,1964,9,5
"8729",1964-09-06,0,68,52,1964,9,6
"8730",1964-09-07,0.02,66,52,1964,9,7
"8731",1964-09-08,0.14,65,47,1964,9,8
"8732",1964-09-09,0,70,44,1964,9,9
"8733",1964-09-10,0,80,42,1964,9,10
"8734",1964-09-11,0,81,43,1964,9,11
"8735",1964-09-12,0,81,42,1964,9,12
"8736",1964-09-13,0,74,45,1964,9,13
"8737",1964-09-14,0.08,66,50,1964,9,14
"8738",1964-09-15,0,75,46,1964,9,15
"8739",1964-09-16,0.2,78,47,1964,9,16
"8740",1964-09-17,0.47,66,49,1964,9,17
"8741",1964-09-18,0,67,42,1964,9,18
"8742",1964-09-19,0.05,66,53,1964,9,19
"8743",1964-09-20,0,63,43,1964,9,20
"8744",1964-09-21,0,65,39,1964,9,21
"8745",1964-09-22,0,71,54,1964,9,22
"8746",1964-09-23,0,77,50,1964,9,23
"8747",1964-09-24,0,78,46,1964,9,24
"8748",1964-09-25,0,63,46,1964,9,25
"8749",1964-09-26,0,76,39,1964,9,26
"8750",1964-09-27,0,77,43,1964,9,27
"8751",1964-09-28,0,67,43,1964,9,28
"8752",1964-09-29,0.11,57,47,1964,9,29
"8753",1964-09-30,0.51,63,47,1964,9,30
"8754",1964-10-01,0,65,45,1964,10,1
"8755",1964-10-02,0,63,43,1964,10,2
"8756",1964-10-03,0,70,38,1964,10,3
"8757",1964-10-04,0,75,54,1964,10,4
"8758",1964-10-05,0,80,46,1964,10,5
"8759",1964-10-06,0,77,42,1964,10,6
"8760",1964-10-07,0.18,68,43,1964,10,7
"8761",1964-10-08,0.03,67,54,1964,10,8
"8762",1964-10-09,0.02,65,48,1964,10,9
"8763",1964-10-10,0,63,45,1964,10,10
"8764",1964-10-11,0,74,45,1964,10,11
"8765",1964-10-12,0,71,45,1964,10,12
"8766",1964-10-13,0,63,49,1964,10,13
"8767",1964-10-14,0.03,60,52,1964,10,14
"8768",1964-10-15,0.03,60,41,1964,10,15
"8769",1964-10-16,0.27,54,35,1964,10,16
"8770",1964-10-17,0,59,39,1964,10,17
"8771",1964-10-18,0,67,34,1964,10,18
"8772",1964-10-19,0,70,42,1964,10,19
"8773",1964-10-20,0,69,33,1964,10,20
"8774",1964-10-21,0,65,38,1964,10,21
"8775",1964-10-22,0,74,38,1964,10,22
"8776",1964-10-23,0,67,32,1964,10,23
"8777",1964-10-24,0,57,43,1964,10,24
"8778",1964-10-25,0,56,35,1964,10,25
"8779",1964-10-26,0,53,33,1964,10,26
"8780",1964-10-27,0.04,52,40,1964,10,27
"8781",1964-10-28,0,61,37,1964,10,28
"8782",1964-10-29,0.21,54,43,1964,10,29
"8783",1964-10-30,0.03,62,47,1964,10,30
"8784",1964-10-31,0,58,41,1964,10,31
"8785",1964-11-01,0.32,53,44,1964,11,1
"8786",1964-11-02,0.01,56,39,1964,11,2
"8787",1964-11-03,0.57,51,44,1964,11,3
"8788",1964-11-04,0.52,53,37,1964,11,4
"8789",1964-11-05,0,52,35,1964,11,5
"8790",1964-11-06,0,51,33,1964,11,6
"8791",1964-11-07,0.01,50,35,1964,11,7
"8792",1964-11-08,0.08,44,33,1964,11,8
"8793",1964-11-09,0.29,45,39,1964,11,9
"8794",1964-11-10,0.17,47,39,1964,11,10
"8795",1964-11-11,0.13,46,36,1964,11,11
"8796",1964-11-12,0.3,42,35,1964,11,12
"8797",1964-11-13,0,41,29,1964,11,13
"8798",1964-11-14,0,44,29,1964,11,14
"8799",1964-11-15,0,46,26,1964,11,15
"8800",1964-11-16,0,53,29,1964,11,16
"8801",1964-11-17,0,51,25,1964,11,17
"8802",1964-11-18,0,45,26,1964,11,18
"8803",1964-11-19,0,45,27,1964,11,19
"8804",1964-11-20,0,43,25,1964,11,20
"8805",1964-11-21,0,49,33,1964,11,21
"8806",1964-11-22,0.25,43,38,1964,11,22
"8807",1964-11-23,0.5,52,40,1964,11,23
"8808",1964-11-24,1.12,53,37,1964,11,24
"8809",1964-11-25,0.36,46,39,1964,11,25
"8810",1964-11-26,0.49,41,32,1964,11,26
"8811",1964-11-27,0.35,41,30,1964,11,27
"8812",1964-11-28,0.12,45,36,1964,11,28
"8813",1964-11-29,0.22,47,40,1964,11,29
"8814",1964-11-30,0.97,54,43,1964,11,30
"8815",1964-12-01,0.32,56,47,1964,12,1
"8816",1964-12-02,0.09,50,40,1964,12,2
"8817",1964-12-03,0,47,33,1964,12,3
"8818",1964-12-04,0.06,43,33,1964,12,4
"8819",1964-12-05,0,40,31,1964,12,5
"8820",1964-12-06,0,47,38,1964,12,6
"8821",1964-12-07,0.26,42,37,1964,12,7
"8822",1964-12-08,0.04,53,39,1964,12,8
"8823",1964-12-09,0.2,48,42,1964,12,9
"8824",1964-12-10,0.17,48,35,1964,12,10
"8825",1964-12-11,0.07,42,31,1964,12,11
"8826",1964-12-12,0,43,32,1964,12,12
"8827",1964-12-13,0.01,41,31,1964,12,13
"8828",1964-12-14,0.63,42,35,1964,12,14
"8829",1964-12-15,0.11,40,29,1964,12,15
"8830",1964-12-16,0,32,6,1964,12,16
"8831",1964-12-17,0,17,7,1964,12,17
"8832",1964-12-18,0.2,17,11,1964,12,18
"8833",1964-12-19,0.88,28,14,1964,12,19
"8834",1964-12-20,0.29,40,26,1964,12,20
"8835",1964-12-21,1.8,47,32,1964,12,21
"8836",1964-12-22,1.5,59,34,1964,12,22
"8837",1964-12-23,0.81,56,39,1964,12,23
"8838",1964-12-24,0.38,56,38,1964,12,24
"8839",1964-12-25,0.33,43,36,1964,12,25
"8840",1964-12-26,0.7,51,36,1964,12,26
"8841",1964-12-27,0.43,43,34,1964,12,27
"8842",1964-12-28,0.19,38,32,1964,12,28
"8843",1964-12-29,0.39,38,33,1964,12,29
"8844",1964-12-30,0.04,37,33,1964,12,30
"8845",1964-12-31,0.02,38,29,1964,12,31
"8846",1965-01-01,0.17,45,34,1965,1,1
"8847",1965-01-02,0.75,44,34,1965,1,2
"8848",1965-01-03,0.07,38,33,1965,1,3
"8849",1965-01-04,0.19,37,33,1965,1,4
"8850",1965-01-05,0.24,48,35,1965,1,5
"8851",1965-01-06,0.05,43,31,1965,1,6
"8852",1965-01-07,0.02,43,31,1965,1,7
"8853",1965-01-08,0.14,40,33,1965,1,8
"8854",1965-01-09,0.33,41,31,1965,1,9
"8855",1965-01-10,0.86,41,34,1965,1,10
"8856",1965-01-11,0,40,32,1965,1,11
"8857",1965-01-12,0,38,33,1965,1,12
"8858",1965-01-13,0,43,33,1965,1,13
"8859",1965-01-14,0,42,31,1965,1,14
"8860",1965-01-15,0,50,30,1965,1,15
"8861",1965-01-16,0,52,32,1965,1,16
"8862",1965-01-17,0,48,29,1965,1,17
"8863",1965-01-18,0,48,32,1965,1,18
"8864",1965-01-19,0.01,43,36,1965,1,19
"8865",1965-01-20,0.13,42,37,1965,1,20
"8866",1965-01-21,0.06,47,38,1965,1,21
"8867",1965-01-22,0,45,32,1965,1,22
"8868",1965-01-23,1.48,40,37,1965,1,23
"8869",1965-01-24,0.16,44,33,1965,1,24
"8870",1965-01-25,0.37,45,33,1965,1,25
"8871",1965-01-26,0.42,52,39,1965,1,26
"8872",1965-01-27,0.62,53,49,1965,1,27
"8873",1965-01-28,0.86,55,50,1965,1,28
"8874",1965-01-29,0.38,55,52,1965,1,29
"8875",1965-01-30,0.13,55,39,1965,1,30
"8876",1965-01-31,0,47,31,1965,1,31
"8877",1965-02-01,0,39,29,1965,2,1
"8878",1965-02-02,0,45,29,1965,2,2
"8879",1965-02-03,0,47,39,1965,2,3
"8880",1965-02-04,0,57,39,1965,2,4
"8881",1965-02-05,0.08,56,37,1965,2,5
"8882",1965-02-06,0,46,35,1965,2,6
"8883",1965-02-07,0,47,37,1965,2,7
"8884",1965-02-08,0.06,52,36,1965,2,8
"8885",1965-02-09,0,47,32,1965,2,9
"8886",1965-02-10,0.05,47,32,1965,2,10
"8887",1965-02-11,0.02,46,30,1965,2,11
"8888",1965-02-12,0.45,48,41,1965,2,12
"8889",1965-02-13,0.14,50,37,1965,2,13
"8890",1965-02-14,0.07,46,38,1965,2,14
"8891",1965-02-15,0.04,50,42,1965,2,15
"8892",1965-02-16,0.29,50,43,1965,2,16
"8893",1965-02-17,0,61,41,1965,2,17
"8894",1965-02-18,0,60,38,1965,2,18
"8895",1965-02-19,0,53,40,1965,2,19
"8896",1965-02-20,0,51,34,1965,2,20
"8897",1965-02-21,0.08,49,37,1965,2,21
"8898",1965-02-22,0.05,50,35,1965,2,22
"8899",1965-02-23,0,48,34,1965,2,23
"8900",1965-02-24,0,57,29,1965,2,24
"8901",1965-02-25,0,61,35,1965,2,25
"8902",1965-02-26,0.54,52,42,1965,2,26
"8903",1965-02-27,0.35,52,39,1965,2,27
"8904",1965-02-28,0,49,34,1965,2,28
"8905",1965-03-01,0,56,30,1965,3,1
"8906",1965-03-02,0,57,40,1965,3,2
"8907",1965-03-03,0,62,42,1965,3,3
"8908",1965-03-04,0,65,36,1965,3,4
"8909",1965-03-05,0,66,33,1965,3,5
"8910",1965-03-06,0,70,31,1965,3,6
"8911",1965-03-07,0,68,32,1965,3,7
"8912",1965-03-08,0,68,33,1965,3,8
"8913",1965-03-09,0,65,37,1965,3,9
"8914",1965-03-10,0,72,33,1965,3,10
"8915",1965-03-11,0,69,35,1965,3,11
"8916",1965-03-12,0,62,38,1965,3,12
"8917",1965-03-13,0,66,32,1965,3,13
"8918",1965-03-14,0,63,32,1965,3,14
"8919",1965-03-15,0,60,31,1965,3,15
"8920",1965-03-16,0,56,36,1965,3,16
"8921",1965-03-17,0,48,33,1965,3,17
"8922",1965-03-18,0,51,31,1965,3,18
"8923",1965-03-19,0,57,25,1965,3,19
"8924",1965-03-20,0,56,35,1965,3,20
"8925",1965-03-21,0,58,45,1965,3,21
"8926",1965-03-22,0.05,50,42,1965,3,22
"8927",1965-03-23,0,56,35,1965,3,23
"8928",1965-03-24,0,50,33,1965,3,24
"8929",1965-03-25,0.4,43,33,1965,3,25
"8930",1965-03-26,0.43,52,36,1965,3,26
"8931",1965-03-27,0,51,38,1965,3,27
"8932",1965-03-28,0.07,52,40,1965,3,28
"8933",1965-03-29,0,60,41,1965,3,29
"8934",1965-03-30,0,68,41,1965,3,30
"8935",1965-03-31,0.15,70,42,1965,3,31
"8936",1965-04-01,0.1,51,36,1965,4,1
"8937",1965-04-02,0,55,32,1965,4,2
"8938",1965-04-03,0,61,32,1965,4,3
"8939",1965-04-04,0,61,34,1965,4,4
"8940",1965-04-05,0.01,52,39,1965,4,5
"8941",1965-04-06,0,53,32,1965,4,6
"8942",1965-04-07,0,61,41,1965,4,7
"8943",1965-04-08,0,62,35,1965,4,8
"8944",1965-04-09,0.1,52,42,1965,4,9
"8945",1965-04-10,0,57,40,1965,4,10
"8946",1965-04-11,0,61,33,1965,4,11
"8947",1965-04-12,0,65,37,1965,4,12
"8948",1965-04-13,0.08,49,42,1965,4,13
"8949",1965-04-14,0,74,43,1965,4,14
"8950",1965-04-15,0.01,70,46,1965,4,15
"8951",1965-04-16,0,56,42,1965,4,16
"8952",1965-04-17,0,62,42,1965,4,17
"8953",1965-04-18,0.54,55,46,1965,4,18
"8954",1965-04-19,1.01,67,50,1965,4,19
"8955",1965-04-20,0.23,66,52,1965,4,20
"8956",1965-04-21,0,62,45,1965,4,21
"8957",1965-04-22,0,63,40,1965,4,22
"8958",1965-04-23,0.03,63,41,1965,4,23
"8959",1965-04-24,0.05,61,50,1965,4,24
"8960",1965-04-25,0,71,47,1965,4,25
"8961",1965-04-26,0,80,49,1965,4,26
"8962",1965-04-27,0,77,51,1965,4,27
"8963",1965-04-28,0.01,64,46,1965,4,28
"8964",1965-04-29,0,68,41,1965,4,29
"8965",1965-04-30,0.03,59,43,1965,4,30
"8966",1965-05-01,0.32,55,42,1965,5,1
"8967",1965-05-02,0.02,57,40,1965,5,2
"8968",1965-05-03,0.01,56,43,1965,5,3
"8969",1965-05-04,0.08,54,38,1965,5,4
"8970",1965-05-05,0.15,51,38,1965,5,5
"8971",1965-05-06,0,61,36,1965,5,6
"8972",1965-05-07,0,64,36,1965,5,7
"8973",1965-05-08,0,67,35,1965,5,8
"8974",1965-05-09,0,72,44,1965,5,9
"8975",1965-05-10,0,75,45,1965,5,10
"8976",1965-05-11,0,78,44,1965,5,11
"8977",1965-05-12,0,70,45,1965,5,12
"8978",1965-05-13,0,66,45,1965,5,13
"8979",1965-05-14,0,64,39,1965,5,14
"8980",1965-05-15,0.09,65,48,1965,5,15
"8981",1965-05-16,0.12,59,43,1965,5,16
"8982",1965-05-17,0,62,41,1965,5,17
"8983",1965-05-18,0,70,45,1965,5,18
"8984",1965-05-19,0.5,59,47,1965,5,19
"8985",1965-05-20,0.02,63,49,1965,5,20
"8986",1965-05-21,0,67,46,1965,5,21
"8987",1965-05-22,0,57,49,1965,5,22
"8988",1965-05-23,0,62,46,1965,5,23
"8989",1965-05-24,0,64,46,1965,5,24
"8990",1965-05-25,0,65,46,1965,5,25
"8991",1965-05-26,0,75,44,1965,5,26
"8992",1965-05-27,0,78,48,1965,5,27
"8993",1965-05-28,0,73,49,1965,5,28
"8994",1965-05-29,0,65,49,1965,5,29
"8995",1965-05-30,0,64,49,1965,5,30
"8996",1965-05-31,0,63,48,1965,5,31
"8997",1965-06-01,0,76,47,1965,6,1
"8998",1965-06-02,0,82,49,1965,6,2
"8999",1965-06-03,0,76,50,1965,6,3
"9000",1965-06-04,0,80,48,1965,6,4
"9001",1965-06-05,0,81,50,1965,6,5
"9002",1965-06-06,0,78,50,1965,6,6
"9003",1965-06-07,0,86,48,1965,6,7
"9004",1965-06-08,0,61,52,1965,6,8
"9005",1965-06-09,0,74,55,1965,6,9
"9006",1965-06-10,0,84,50,1965,6,10
"9007",1965-06-11,0.38,65,50,1965,6,11
"9008",1965-06-12,0,66,42,1965,6,12
"9009",1965-06-13,0.19,63,45,1965,6,13
"9010",1965-06-14,0.26,64,50,1965,6,14
"9011",1965-06-15,0,65,51,1965,6,15
"9012",1965-06-16,0,76,48,1965,6,16
"9013",1965-06-17,0,63,55,1965,6,17
"9014",1965-06-18,0,62,54,1965,6,18
"9015",1965-06-19,0,73,52,1965,6,19
"9016",1965-06-20,0,79,52,1965,6,20
"9017",1965-06-21,0,75,48,1965,6,21
"9018",1965-06-22,0,81,47,1965,6,22
"9019",1965-06-23,0,76,52,1965,6,23
"9020",1965-06-24,0,73,48,1965,6,24
"9021",1965-06-25,0,65,46,1965,6,25
"9022",1965-06-26,0,65,46,1965,6,26
"9023",1965-06-27,0,71,41,1965,6,27
"9024",1965-06-28,0,79,52,1965,6,28
"9025",1965-06-29,0,86,56,1965,6,29
"9026",1965-06-30,0,93,57,1965,6,30
"9027",1965-07-01,0,83,57,1965,7,1
"9028",1965-07-02,0,88,54,1965,7,2
"9029",1965-07-03,0,85,57,1965,7,3
"9030",1965-07-04,0,85,54,1965,7,4
"9031",1965-07-05,0,86,54,1965,7,5
"9032",1965-07-06,0,91,57,1965,7,6
"9033",1965-07-07,0,80,57,1965,7,7
"9034",1965-07-08,0,69,54,1965,7,8
"9035",1965-07-09,0,71,50,1965,7,9
"9036",1965-07-10,0.16,67,55,1965,7,10
"9037",1965-07-11,0,71,55,1965,7,11
"9038",1965-07-12,0,78,52,1965,7,12
"9039",1965-07-13,0,90,55,1965,7,13
"9040",1965-07-14,0,87,58,1965,7,14
"9041",1965-07-15,0,82,62,1965,7,15
"9042",1965-07-16,0,86,57,1965,7,16
"9043",1965-07-17,0,80,55,1965,7,17
"9044",1965-07-18,0,76,52,1965,7,18
"9045",1965-07-19,0,75,50,1965,7,19
"9046",1965-07-20,0.28,64,55,1965,7,20
"9047",1965-07-21,0,72,55,1965,7,21
"9048",1965-07-22,0,79,52,1965,7,22
"9049",1965-07-23,0,94,56,1965,7,23
"9050",1965-07-24,0,99,58,1965,7,24
"9051",1965-07-25,0,87,62,1965,7,25
"9052",1965-07-26,0,82,59,1965,7,26
"9053",1965-07-27,0,81,60,1965,7,27
"9054",1965-07-28,0,93,55,1965,7,28
"9055",1965-07-29,0,93,59,1965,7,29
"9056",1965-07-30,0,107,59,1965,7,30
"9057",1965-07-31,0,102,61,1965,7,31
"9058",1965-08-01,0,84,64,1965,8,1
"9059",1965-08-02,0.01,74,62,1965,8,2
"9060",1965-08-03,0,75,55,1965,8,3
"9061",1965-08-04,0,75,55,1965,8,4
"9062",1965-08-05,0,85,55,1965,8,5
"9063",1965-08-06,0,91,56,1965,8,6
"9064",1965-08-07,0,90,56,1965,8,7
"9065",1965-08-08,0,85,54,1965,8,8
"9066",1965-08-09,0,85,63,1965,8,9
"9067",1965-08-10,0.09,81,61,1965,8,10
"9068",1965-08-11,0.06,75,60,1965,8,11
"9069",1965-08-12,0.11,74,59,1965,8,12
"9070",1965-08-13,0,79,59,1965,8,13
"9071",1965-08-14,0,87,55,1965,8,14
"9072",1965-08-15,0,88,59,1965,8,15
"9073",1965-08-16,0,88,57,1965,8,16
"9074",1965-08-17,0,91,56,1965,8,17
"9075",1965-08-18,0,90,60,1965,8,18
"9076",1965-08-19,0.42,66,59,1965,8,19
"9077",1965-08-20,0,71,60,1965,8,20
"9078",1965-08-21,0,80,56,1965,8,21
"9079",1965-08-22,0,77,63,1965,8,22
"9080",1965-08-23,0,75,62,1965,8,23
"9081",1965-08-24,0,79,60,1965,8,24
"9082",1965-08-25,0.02,74,60,1965,8,25
"9083",1965-08-26,0,76,59,1965,8,26
"9084",1965-08-27,0,72,52,1965,8,27
"9085",1965-08-28,0.02,68,50,1965,8,28
"9086",1965-08-29,0,74,46,1965,8,29
"9087",1965-08-30,0,83,47,1965,8,30
"9088",1965-08-31,0,90,47,1965,8,31
"9089",1965-09-01,0,78,53,1965,9,1
"9090",1965-09-02,0,65,50,1965,9,2
"9091",1965-09-03,0,72,54,1965,9,3
"9092",1965-09-04,0,75,47,1965,9,4
"9093",1965-09-05,0,79,55,1965,9,5
"9094",1965-09-06,0,81,50,1965,9,6
"9095",1965-09-07,0,84,47,1965,9,7
"9096",1965-09-08,0,79,48,1965,9,8
"9097",1965-09-09,0,65,51,1965,9,9
"9098",1965-09-10,0,77,44,1965,9,10
"9099",1965-09-11,0,61,55,1965,9,11
"9100",1965-09-12,0,71,55,1965,9,12
"9101",1965-09-13,0,68,53,1965,9,13
"9102",1965-09-14,0,73,58,1965,9,14
"9103",1965-09-15,0.01,63,54,1965,9,15
"9104",1965-09-16,0,66,41,1965,9,16
"9105",1965-09-17,0,70,34,1965,9,17
"9106",1965-09-18,0,74,36,1965,9,18
"9107",1965-09-19,0,76,41,1965,9,19
"9108",1965-09-20,0,79,43,1965,9,20
"9109",1965-09-21,0,70,50,1965,9,21
"9110",1965-09-22,0,79,52,1965,9,22
"9111",1965-09-23,0,83,50,1965,9,23
"9112",1965-09-24,0,88,44,1965,9,24
"9113",1965-09-25,0,76,45,1965,9,25
"9114",1965-09-26,0,62,47,1965,9,26
"9115",1965-09-27,0,68,48,1965,9,27
"9116",1965-09-28,0,66,45,1965,9,28
"9117",1965-09-29,0,67,47,1965,9,29
"9118",1965-09-30,0,73,41,1965,9,30
"9119",1965-10-01,0,76,43,1965,10,1
"9120",1965-10-02,0,82,42,1965,10,2
"9121",1965-10-03,0,66,43,1965,10,3
"9122",1965-10-04,0.26,74,52,1965,10,4
"9123",1965-10-05,0.17,68,56,1965,10,5
"9124",1965-10-06,0.06,68,54,1965,10,6
"9125",1965-10-07,0,75,53,1965,10,7
"9126",1965-10-08,0,73,50,1965,10,8
"9127",1965-10-09,0,69,51,1965,10,9
"9128",1965-10-10,0,72,47,1965,10,10
"9129",1965-10-11,0,68,47,1965,10,11
"9130",1965-10-12,0.2,58,51,1965,10,12
"9131",1965-10-13,0.04,63,55,1965,10,13
"9132",1965-10-14,0.5,61,50,1965,10,14
"9133",1965-10-15,0.32,58,43,1965,10,15
"9134",1965-10-16,0.03,58,36,1965,10,16
"9135",1965-10-17,0.2,57,48,1965,10,17
"9136",1965-10-18,0.05,59,45,1965,10,18
"9137",1965-10-19,0,64,52,1965,10,19
"9138",1965-10-20,0,73,47,1965,10,20
"9139",1965-10-21,0,73,43,1965,10,21
"9140",1965-10-22,0,75,46,1965,10,22
"9141",1965-10-23,0,74,45,1965,10,23
"9142",1965-10-24,0,73,44,1965,10,24
"9143",1965-10-25,0,74,45,1965,10,25
"9144",1965-10-26,0,73,45,1965,10,26
"9145",1965-10-27,0.2,62,45,1965,10,27
"9146",1965-10-28,0,63,48,1965,10,28
"9147",1965-10-29,0,55,46,1965,10,29
"9148",1965-10-30,0,63,50,1965,10,30
"9149",1965-10-31,0,61,49,1965,10,31
"9150",1965-11-01,0,57,50,1965,11,1
"9151",1965-11-02,0,60,49,1965,11,2
"9152",1965-11-03,1.2,61,51,1965,11,3
"9153",1965-11-04,0.18,62,51,1965,11,4
"9154",1965-11-05,0,63,43,1965,11,5
"9155",1965-11-06,0.05,63,41,1965,11,6
"9156",1965-11-07,0.21,58,47,1965,11,7
"9157",1965-11-08,0.04,62,49,1965,11,8
"9158",1965-11-09,0,60,43,1965,11,9
